year;county;uniID;statement_headline;statement_german;statement_english;SPD;CDU_CSU;Greens;FDP;AfD;Left;SPD_rationale;CDU_CSU_rationale;Greens_rationale;FDP_rationale;AfD_rationale;Left_rationale
2022;SL;H32;OePNV im laendlichen Raum;Die Landesmittel fuer den oeffentlichen Personennahverkehr sollen vorrangig im laendlichen Raum eingesetzt werden.;The state funds for public transport are primarily intended to be used in the Laendliche area.;2;0;0;0;1.0;0;Wir werden in den naechsten zehn Jahren ueber zwei Milliarden Euro in den Nahverkehr investieren: in das Verkehrsangebot, neue Strecken und Fahrzeuge, alternative Antriebe, attraktive Ticket-Preise und Digitalisierung. Unser Ziel ist es, den Nahverkehr gemeinsamen mit den kommunalen Aufgabentraegern zu einer echten Alternative zum PKW auszubauen - auf dem Land und in der Stadt.;Mobilitaet ist ein wichtiger Baustein fuer ein Mehr an Lebensqualitaet im Saarland. Ein gut ausgebauter oeffentlicher Personennahverkehr kann einen wichtigen Beitrag im Hinblick auf gleichwertige Lebensverhaeltnisse im laendlichen Raum leisten. Der OePNV mit Bussen und Bahnen ist ein unverzichtbarer Bestandteil unserer Mobilitaets- und Alltagskultur. Dieser sollte aber nicht nur auf den laendlichen Raum fokussiert sein, sondern alle Facetten und Aspekte verkehrspolitischer Interessen abdecken.;Der OePNV muss im gesamten Land gestaerkt werden. Der Versorgung des laendlichen Raums kommt eine große Aufgabe zu. Deswegen einen Vorrang bei der Mittelvergabe einzuraeumen, ist der falsche Ansatz. Vielmehr muessen die Mittel fuer den OePNV insgesamt aufgestockt werden.;Wir setzen uns dafuer ein, dass Land und OePNV-Anbieter im Saarland die Bedingungen fuer einen flaechendeckenden OePNV mit moeglichst klimaneutralen Antrieben wie beispielsweise Brennstoffzellen schaffen. Auch im grenzueberschreitenden Schienenverkehr wollen wir Wasserstoffzuege ermoeglichen, wie etwa zwischen Saarbruecken und Luxemburg.;NA;Der OePNV und eine Verkehrsplanung lassen sich nicht kuenstlich in laendliche oder staedtische Raeume abgrenzen. So wuerden bereits einige Stadtteile von Saarbruecken bereits zum laendlichen Raum zaehlen . Die Finanzierung des OePNV muss vernetzt gestaltet werden. Eine Grundvoraussetzung dafuer ist, dass als erstes ein landesweiter Verkehrsverbund und nicht nur ein Tarifverbund geschaffen wird.
2022;SL;H33;Konsequente Aufloesung von Demonstrationen;Demonstrationen sollen bei Verstoeßen gegen Corona-Schutzmaßnahmen konsequent aufgeloest werden.;Demonstrations are to be consistently raised in violations of Corona protection measures.;2;1;1;0;0.0;0;Alle Buerger:innen haben das Recht sich zu versammeln. Bei Verstoeßen muss erst einmal durchgesetzt werden, dass diese unterbunden werden. Das Demonstrationsrecht ist ein hohes Gut in unserer Demokratie. Demonstrationen und Versammlungen, auf denen allerdings gegen Auflagen in extremem Maße oder gefaehrdend fuer andere verstoßen wird, muessen aufgeloest werden.;Die verfassungsmaeßig gewaehrte Demonstrationsfreiheit ist das Koenigsrecht der Demokratie. Gleichzeitig ist das Recht auf koerperliche Unversehrtheit ebenfalls ein durch das Grundgesetz geschuetztes hohes Gut. Beide Rechte sind stets miteinander in Einklang zu bringen. Die verhaeltnismaeßig geringen Eingriffe durch die Schutzmaßnahmen sind dabei von Teilnehmern hinzunehmen, um das Demonstrationsrecht gewaehrleisten zu koennen. Als letztes Mittel muss die Demonstration bei Verstoeßen aufgeloest werden.;Das Demonstrationsrecht ist ein grundlegendes Verfassungsrecht und muss geschuetzt und geachtet werden. Corona-Schutzmaßnahmen sind aber zum Schutz der gesamten Gesellschaft beschlossen worden. Ihre Einhaltung auch auf Demonstrationen ist zumutbar. Der Staat hat dafuer Sorge zu tragen, dass diese Regeln eingehalten werden, auch waehrend einer Demonstration. Erfolgt ein Regelbruch mehrfach und findet auch kein Umdenken statt, so muessen im Extremfall Demonstrationen aufgeloest werden.;Das Demonstrationsrecht ist ein hohes Gut. Deswegen sollten Demonstrationen nur bei massiven Rechtsverstoeßen aufgeloest werden.;Das Grundrecht auf Versammlungs- und Demonstrationsfreiheit ist unbedingt zu verteidigen. Hier darf nicht mit zweierlei Maß gemessen werden: Wenn linke Demonstranten mit ,,Black Lives Matter-Plaedoyers und ,,Fridays For Future-Plakaten auf die Straße gehen duerfen, ja sogar von Politik und Medien dafuer als couragiert gelobt werden, so muss man das auch den Gegnern der Corona-Maßnahmen zugestehen.;In Deutschland haben die Menschen ein verfassungsrechtlich garantiertes Demonstrations- und Versammlungsrecht. Friedliche Proteste muessen weiter moeglich sein. Verstoeße gegen Corona-Schutzmaßnahmen muessen aufgearbeitet werden, sind aber kein Grund, eine Demonstration sofort aufzuloesen. Es gilt aber immer darauf hinzuweisen, dass die Corona-Schutzmaßnahmen eingehalten werden. Mehr Sorge bereitet die zunehmende Gewalt im Rahmen der Demonstrationen.
2022;SL;H34;Zuschuss zum Pflegegeld;Fuer pflegende Angehoerige soll das Land einen Zuschuss zum Pflegegeld zahlen.;The country should pay a grant to the care allowance for caregivers.;0;0;2;0;1.0;1;Die neue Bundesregierung wird den Eigenanteil an der stationaeren Pflege begrenzen. Wir wollen die Buerger:innen mit unabhaengigen Pflegeberater:innen dabei unterstuetzen, dass sie schnell die Hilfen und Leistungen erhalten, die ihnen oder ihren Angehoerigen im Fall der Pflegebeduerftigkeit zustehen.;Wir werden alles daransetzen, pflegenden Angehoerigen auch in Zukunft unterstuetzende Entlastungsangebote zuverlaessig zur Seite zu stellen. Noetig sind flexible Systeme zur Unterstuetzung von Pflege zuhause, der Ausbau der Tagespflegestrukturen und die Entwicklung neuer alternativer Angebotsformen. Neben strukturellen Entlastungsangeboten muss auch die Finanzierung der Pflege bundeseinheitlich reformiert werden. Hier liegt die Verantwortung in der Weiterentwicklung der Pflegeversicherung beim Bund.;Wer pflegebeduerftig ist, hat die bestmoegliche Pflege und Unterstuetzung fuer ein selbstbestimmtes und wuerdevolles Leben verdient. Die Entlastung von pflegenden Angehoerigen durch Angebote der Tages-, Kurzzeit- und Verhinderungspflege sowie Gemeindeschwestern koennen eine große Stuetze sein. Auf Bundesebene setzen wir uns fuer ein Modell ein, das allen Erwerbstaetigen Pflegezeiten ermoeglicht und pflegebedingte Arbeitszeitreduzierungen finanziell abfedert.;Wir Freie Demokraten fordern den Ausbau von Kurzzeitpflegeplaetzen und niedrigschwelligen Beratungsangeboten. Kurzzeitpflegeplaetze sollten ueber ein Online-Register einsehbar sein. Pflegende Angehoerige sind eine tragende Saeule der pflegerischen Versorgung in unserem Land. Sie benoetigen dringend mehr Unterstuetzung und niedrigschwellige Beratungsangebote. Kurzzeitpflegeplaetze sind ein guter Weg, um die pflegenden Angehoerigen wirkungsvoll zu entlasten.;Nach wie vor wird die meiste Pflegearbeit zuhause geleistet. Pflegende Angehoerige stellen mit 75 Prozent den groeßten Pflegedienst Deutschlands dar. Dadurch entlasten sie nicht nur den Markt fuer Pflegefachkraefte, sondern ersparen Staat und Pflegeversicherungen sehr viel Geld. Wir moechten daher das Pflegegeld bei haeuslicher Pflege durch Angehoerige an die Pflegesachleistungen der Pflegedienste angleichen.;Pflegende Angehoerige benoetigen mehr Unterstuetzung. Sie haben neben ihrer Fuersorge fuer zu pflegende Familienmitglieder haeufig Verdienstausfaelle oder Beeintraechtigungen ihrer beruflichen Entwicklung hinzunehmen. Ein solcher Zuschuss soll aus Sicht der LINKEN nicht so angelegt sein, dass er zu einer generellen Verschiebung der Pflegeleistungen in die familiaere Haeuslichkeit fuehrt.
2022;SL;H35;Photovoltaik auf Wohngebaeuden;Beim Bau neuer Wohngebaeude soll die Errichtung von Photovoltaik-Anlagen verpflichtend sein.;When building new residential building, the construction of photovoltaic systems should be mandatory.;0;0;1;0;0.0;1;Um beim Ausbau der Erneuerbaren Energien mit gutem Beispiel voranzugehen, werden wir Photovoltaik-Anlagen auf den Daechern oeffentlich genutzter Gebaeude zur Pflicht machen - wann immer neu gebaut oder grundlegend saniert wird. Dies wird im Sinne der Energieeffizienz einhergehen mit einer Pflicht zur klimafreundlichen Daemmung. Bei Gebaeuden in Privatbesitz setzen wir auf Anreize, um den Ausbau zu beschleunigen.;Wir sind gegen eine grundsaetzliche Photovoltaik-Pflicht beim Bau neuer Wohngebaeude. Diese wuerde die Baupreise erhoehen und Familien zusaetzlich belasten. Das Saarland hat die bundesweit hoechste Eigenheimquote und dieses Potential fuer Photovoltaik wollen wir staerker nutzen. Dazu werden wir ein Photovoltaik-Foerderprogramm auflegen und mit Zuschuessen des Landes den Ausbau vorantreiben.;Bei Neubauten muessen Photovoltaikanlagen gleich mitgedacht werden, das macht auch oekonomisch Sinn. Bauende sollen bzgl. moeglicher Foerdermaßnahmen und den sich ergebenden finanziellen Vorteilen beraten werden.;Private Bauherren sollten mittels einfacher Foerderprogramme und oeffentlicher Beratung staerker motiviert werden, Anlagen auf ihren Daechern und auf versiegelten Flaechen zu errichten.;Es gibt bereits genuegend Vorschriften die beim Neubau die Baukosten ansteigen lassen. Die verpflichtende Vorgabe zur Errichtung von Photovoltaik-Anlagen auf Neubauten wird die Baukosten noch weiter steigen lassen.;Um das Klimaziel zu erreichen, befuerworten wir bei Neubauten die Installation von Photovoltaik-Anlagen und weiteren innovativen Bauteilen wie Waermepumpen. Eine entsprechende Foerderung und Anreize muessen damit einhergehen, um allen Buergerinnen und Buergern Photovoltaik auf dem Dach zu ermoeglichen.
2022;SL;H36;Hochschulen und private Unternehmen;Die Hochschulen des Saarlandes sollen staerker mit privaten Unternehmen zusammenarbeiten.;The universities of the Saarland are supposed to work with private companies.;1;1;2;1;1.0;0;Wir wollen, dass aus den besten Ideen unseres Landes neue Arbeitsplaetze entstehen. Wir werden die saarlaendischen Unternehmen insbesondere im Mittelstand dabei unterstuetzen, naeher an die Hochschulen und die exzellenten wissenschaftlichen Institute heranzuruecken. Die Freiheit der Forschung und der Vorrang der Lehre zur Verwirklichung des Rechtes auf Bildung muessen dabei geschuetzt bleiben;Eine verstaerkte Zusammenarbeit mit privaten saarlaendischen Unternehmen von Seiten der Hochschulen unter Wahrung der Unabhaengigkeit von Forschung und Lehre ist von großer Bedeutung fuer die Zukunft des Saarlandes. Insbesondere koennen Ausgruendungen aus unserer Forschungslandschaft so gefoerdert werden.;Die Zusammenarbeit von Hochschulen und privaten Unternehmen kann ein hohes Innovationspotential haben, sowohl fuer die Forschung als auch fuer die saarlaendische Wirtschaft. Die Freiheit von Wissenschaft und Forschung ist aber zu gewaehrleisten. Die Transparenz der Forschung ist sicherzustellen. Es ist nicht Aufgabe einer Regierung, derartige Forschungskollaborationen zu fordern, sondern Rahmenbedingungen zu ermoeglichen und sinnvolle Projekte zu foerdern.;Die Hochschulen des Saarlandes sind fuer ihre Finanzierung auch auf externe Gelder angewiesen, die sie zum Beispiel durch die Kooperation mit Unternehmen generieren koennen. Gleichzeitig profitieren die Unternehmen von Innovationen, die durch die Forschung an der Hochschulen generiert werden.;Die Kooperation mit Unternehmen ist fuer beide Seiten zumeist eine win-win-Situation.;Ein Hochschul- und Wissenschaftsstandort ist keine Angelegenheit der Hochschulen allein, sondern eine oeffentliche Aufgabe. Die Unabhaengigkeit von Forschung und Wissenschaft muss gewaehrleistet bleiben, die Hochschulautonomie gewahrt. Wenn private Geldgeber direkten Einfluss auf die Gestaltung oeffentlicher Forschung nehmen, widerspricht das der Wissenschaftsfreiheit. Externe Berater aus der Wirtschaft koennen hilfreich sein, duerfen aber die Gewaehrleistung oeffentlicher Interessen nicht gefaehrden.
2022;SL;H37;Erinnerungsorte;Das Land soll Erinnerungsorte, die an Verbrechen des Nationalsozialismus erinnern, staerker finanziell unterstuetzen.;The country is intended to financially support remembrance places that are reminiscent of the crimes of National Socialism.;1;1;1;1;0.0;1;Gedenkstaetten machen die Verbrechen der NS-Diktatur und ihre Auswirkungen bis in unsere Zeit sichtbar. Wir wollen die Gedenkarbeit, wie auch lebendige Orte juedischen Lebens und Lebensorte anderer verfolgter Gruppen, auch in Zukunft foerdern und erlebbar machen. Die Arbeit des Beauftragten gegen Antisemitismus werden wir weiterhin unterstuetzen.;Vor allem durch die Erfahrung zweier Weltkriege, zweier Diktaturen und der deutschen Teilung hat die Erinnerungskultur in Deutschland eine außerordentliche Bedeutung. Fuer das Saarland mit seiner bewegten wie wechselvollen Geschichte inmitten Europas gilt dies in besonderer Weise. Daher kommt der Erinnerungskultur fuer das historische Gedaechtnis unserer Gesellschaft im Saarland und darueber hinaus ein besonderer Stellenwert zu.;Damit sich Vergangenheit nicht wiederholt muss sie praesent bleiben. Auch die Aufarbeitung dieser Zeit muss weiter gefuehrt werden damit kein Opfer vergessen wird.;Erinnerungsorte sind als mahnende Beispiele der Geschichte auch fuer Gegenwart und Zukunft notwendig und somit zu foerdern.;Die Erinnerung an den die Verbrechen des NS-Regimes ist wichtig, und die Finanzierung dieser Orte ist es auch. Die bisherige Finanzierung ist ausreichend.;Fuer DIE LINKE gehoert die Auseinandersetzung mit dem historischen Faschismus zum zentralen Bestandteil der Politik. Erinnerungsorte muessen daher erhalten, ausgebaut, vor allem finanziell staerker unterstuetzt werden, damit paedagogisch betreutes, historisches Lernen moeglich und so ein nachhaltiges ,,Lehren-Ziehen aus der Vergangenheit gesichert wird.
2022;SL;H38;5G-Mobilfunknetz;Das 5G-Mobilfunknetz im Saarland soll schnellstmoeglich ausgebaut werden.;The 5G mobile radio network in Saarland is to be expanded as quickly as possible.;1;1;1;1;0.0;1;Wir wollen schnelles Internet bis zu jeder Milchkanne. Der Zugang zu einem flaechendeckenden und leistungsfaehigen Breitbandnetz muss als Teil der Daseinsvorsorge gesetzlich verankert werden. Die 5G-Netzabdeckung muss ueberall gesichert sein: in der Stadt, auf dem Land und im Grenzraum. Wenn der Markt dabei versagt, ist der Staat gefragt. Wir investieren in ein funktionstuechtiges Netz. Von Wadern bis Gersheim sollen Funkloecher der Vergangenheit angehoeren.;Eine zukunftsfaehige digitale Infrastruktur ist fuer alle Saarlaender und alle saarlaendischen Unternehmen sehr wichtig, daher foerdern wir den Ausbau mit unserer Gigabitstrategie. Das 5G-Netz besitzt eine deutlich hoehere Geschwindigkeit wie das LTE-Netz. Ein 5G-Mobilfunknetz bietet damit nicht nur dem privaten Smartphone-Nutzer viele Vorteile sondern auch Unternehmen neue Moeglichkeiten.;Digitalpolitik ist Gemeinwohlpolitik, denn es geht darum, eine der zentralen Infrastrukturen unseres Lebens, unserer Arbeitswelt und unserer Wirtschaft zu gestalten. Menschen nutzen soziale Netzwerke oder Lernplattformen, die Wirtschaft entwickelt sich digital weiter. Wir wollen, dass es gute und sichere Angebote gibt und jede*r diese souveraen nutzen kann. Dafuer braucht das Saarland eine gute digitale Infrastruktur, also auch ein lueckenloses und flaechendeckendes Mobilfunknetz;Wir wollen die flaechendeckende Verbreitung von 5G gezielt vorantreiben, denn moderne Mobilfunktechnologie ermoeglicht auch dort breitbandige Internetverbindungen, wo kabelgebundene Loesungen keinen Sinn machen. Dafuer wollen wir ein virtuelles Portfolio mit landeseigenen Liegenschaften und Immobilien erstellen, um den Ausbau gezielt voranzutreiben und Funkloecher zu schließen. Dafuer wollen wir Genehmigungsverfahren vereinfachen und Flaechen und Gebaeude in Landeseigentum zum Bau von Antennen anbieten.;Wir brauchen erst einmal flaechendeckenden normalen Mobilfunk fuer das ganze Saarland. Prioritaet muss das Schließen der gigantischen Funkloecher haben.;Der 5G-Standard weckt hohe Erwartungen in Industrie und Gesellschaft. Er legt den Grundstein fuer die Digitalisierung aller Lebensbereiche.
2021;ST;I1;Krankenhaeuser in oeffentlicher Hand;Es sollen wieder mehr Krankenhaeuser in oeffentlicher Hand sein.;There are said to be more hospitals in an public again.;1;0;1;0;1.0;1;Fuer uns bleibt es dabei: Mit der Gesundheit zockt man nicht Die Uebertragung kommunaler Krankenhaeuser an private, gewinnorientierte Unternehmen, zu der sich viele Kommunen in der Vergangenheit gezwungen sahen, war aus heutiger Sicht ein Fehler. Die Krankenhausversorgung muss weiterhin vor allem durch oeffentliche und gemeinnuetzige Traeger abgesichert werden. Deshalb lehnen wir weitere Privatisierungen an profitorientierte Unternehmen ab. Wenn noetig, muessen Krankenhaeuser rekommunalisiert werden.;Wir bekennen uns zur Traegervielfalt, auch im Bereich der Krankenhaeuser. Im Einzelfall sollte die Rueckfuehrung in oeffentliche Traegerschaft eines Krankenhauses aber diskutiert und gegebenenfalls umgesetzt werden koennen.;Die heutigen Krankenhausstandorte in Sachsen-Anhalt sollen als Standorte fuer die Gesundheitsversorgung grundsaetzlich erhalten bleiben. Denn sie sorgen dafuer, dass gesundheitliche Versorgung im ganzen Land erreichbar ist. Um alle Standorte zu erhalten, muessen wir sie aber zukunftsfest umstrukturieren. Nur Veraenderung wird hier dauerhafte Sicherheit schaffen.All diese Veraenderungen stehen fuer uns unter einem Vorzeichen: Wir wollen, dass Kliniken vor allem anderen gemeinwohlorientiert arbeiten.;Fast alle Krankenhaeuser, die aktuell in Schwierigkeiten geraten sind, sind kommunale Krankenhaeuser. Diese problematische Struktur auch noch auszuweiten erscheint wenig sinnvoll. Statt Krankenhaeuser sollten von Profis betrieben werden, nicht von Kommunen mit vielen Zustaendigkeiten.;Der Verkauf kommunaler Krankenhaeuser an gewinnorientierte private Klinikkonzerne hat sich als Fehler herausgestellt. Die AfD fordert, die wirtschaftliche Lage der Krankenhaeuser durch Abbau des Investitionsstaus zu verbessern. Ziel ist, das Investitionsvolumen von 180 Millionen Euro aus dem Jahr 2005 wieder zu erreichen. Wir setzen uns mit Nachdruck dafuer ein, die Krankenhaeuser der Grund- und Regelversorgung in laendlichen Gebieten in kommunale Haende zurueckzufuehren und zu erhalten.;Die Schließungen von wichtigen Stationen und von ganzen Krankenhausstandorten selbst waehrend der Pandemie haben deutlich gemacht, dass die großflaechige Privatisierung ehemals kommunaler Krankenhaeuser falsch war. Mit Krankenhaeusern duerfen keine Profite gemacht werden. Durch einen oeffentlichen Klinikverbund muss ein Schutzschirm fuer kommunale Krankenhaeuser geschaffen werden, der auch private Krankenhaeuser wieder in die oeffentliche Hand zurueckfuehrt, wenn sie ihren Versorgungsauftrag nicht erfuellen.
2021;ST;I2;Flaechen fuer Windkraft;In Sachsen-Anhalt sollen keine weiteren Flaechen fuer Windkraftanlagen ausgewiesen werden.;In Saxony-Anhalt, no further flaechs should be shown for wind turbines.;0;2;0;1;1.0;0;Wir brauchen ausreichend Flaechen fuer erneuerbare Energien. Die Modernisierung vorhandener Windkraftanlagen in Vorranggebieten muss konsequent umgesetzt werden. Dabei muessen Kommunen und Buerger:innen vor Ort einen direkten Mehrwert erzielen koennen. Wir wollen allerdings keine Windkraftanlagen im Wald und in touristischen Hotspots des Landes.;Wir werden den Ausbau von Windkraft- und Photovoltaikanlagen steuern. Prioritaet hat fuer uns die Ausweisung neuer Vorranggebiete auf Brach- und Konversionsflaechen sowie stillgelegte Deponien. Windenergieanlagen im Wald lehnen wir ab. Durch die Definition eines Mindestabstandes zu Wohnbebauungen soll der weitestmoegliche Abstand zu Windkraftanlagen gewaehrleistet sein. Dem Buergerwillen vor Ort raeumen wir hoechste Prioritaet ein, um die Akzeptanz von Windkraftanlagen langfristig sicherzustellen.;Um mehr Windenergie zu gewinnen, braucht es mehr Flaechen fuer Windkraft. Wir wollen im Landesentwicklungsgesetz als Ziel verankern, dass mindestens zwei Prozent der Flaechen als Windvorrangs- oder Eignungsgebiete in den regionalen Entwicklungsplaenen ausgewiesen werden.;Statt weitere Flaechen auszuweisen, halten wir es fuer geboten, das Repowering bestehender Parks zu erleichtern unter Beruecksichtigung der Abstandsflaechen zur Wohnbebauung.;Flatterstrom und teure Strompreise belasten Industrie und Buerger. Die Rechnung, dass mehr WKA mehr Energie produzieren, ergibt nur bei Wind einen Sinn. Bei Flaute oder Sturm wird kein Strom produziert. Mehr WKA belasten die Flora und Fauna. Ein Ausbau von WKA kommt fuer uns nicht in Frage, eher ein Abbau;Das Erreichen der Klimaschutzziele setzt die Wende hin zu einer 100-prozentigen Stromerzeugung aus erneuerbaren Energien voraus. Die Windkraft leistet dabei einen großen Beitrag, ihr Ausbau in Sachsen-Anhalt stagniert derzeit jedoch. Weitere Flaechen muessen daher ausgewiesen werden, ohne den Wildwuchs der Anfangsjahre zu wiederholen. Neben der Eignung von Gebieten muessen Interessen ausgeglichen, Beteiligung der betroffenen Menschen und Kommunen gesichert und somit die Akzeptanz erhoeht werden.
2021;ST;I3;Erhoehung des Rundfunkbeitrags;Sachsen-Anhalt soll einer Erhoehung des Rundfunkbeitrags zustimmen.;Saxony-Anhalt should agree to a result of the broadcasting contribution.;1;0;1;0;0.0;1;Die im Dezember 2020 gescheiterte Erhoehung des Rundfunkbeitrags beruhte auf der gesetzlich verankerten, unabhaengigen Bedarfsermittlung. Dass die Erhoehung ausgeblieben ist, hat bereits zur Streichung von wichtigen Investitionen in den Medienstandort Sachsen-Anhalt gefuehrt. Allerdings setzen wir uns auch fuer Einsparungen beim oeffentlich-rechtlichen Rundfunk ein, insbesondere bei Intendant:innengehaeltern.;Der oeffentlich-rechtliche Rundfunk ist richtig und wichtig, aber in den letzten Jahrzehnten zu groß und zu teuer geworden. Die CDU fordert seit 15 Jahren eine Aufgaben- und Strukturreform, damit der oeffentlich-rechtliche Rundfunk bezahlbar bleibt.;Der oeffentlich-rechtliche Rundfunk bietet mit seinen unabhaengigen und verlaesslichen Informationen einen Baustein fuer eine funktionierende Demokratie. Gerade in Zeiten von Krisen wie der gegenwaertigen Pandemie zeigt sich sein Wert. Sein Programm staerkt den Zusammenhalt in der Gesellschaft. Daher ist der Rundfunkbeitrag unverzichtbar und gerechtfertigt. Das Abstimmungsverfahren ueber die Empfehlung der unabhaengigen KEF wollen wir modernisieren.;Grundsaetzlich stehen wir zum Kernauftrag des oeffentlich rechtlichen Rundfunks und einer angemessenen Finanzierung. Beitragserhoehungen sollten erst dann in Betracht gezogen werden, wenn die erforderlichen Reformen des OeRR auf den Weg gebracht sind. Leider hat die Koalition dies trotz Vorlage eines Staatsvertrages des MDR versaeumt.;Der Rundfunkbeitrag ist auch ohne Erhoehung viel zu hoch. Wir lehnen die Erhoehung ab, bleiben aber dabei nicht stehen. Wir wollen das bestehende System grundlegend reformieren. Die Zwangsgebuehr soll abgeschafft werden. Nur noch derjenige, der den oeffentlichen Rundfunk konsumiert, soll auch zahlen. Außerdem soll der oeffentliche Rundfunk verschlankt und auf einen politischen und kulturellen Informationssender reduziert werden.;Der oeffentlich-rechtlichen Rundfunk und seine Staatsferne sind eine wichtige Saeule unserer Demokratie. In Staatsvertraegen ist vereinbart, fuer ein wirtschaftliches und politisch unabhaengiges Rundfunkangebot zu sorgen, das vielfaeltig und ausgewogen ist und hohen journalistischen Standards entspricht. Das erfordert eine bedarfsgerechte Finanzierung, die zurecht im Grundgesetz verankert ist. Es muss aber auch Aenderungen in der Gehaltsstruktur und eine Ausweitung der Beitragsbefreiung geben.
2021;ST;I4;Tempo 30;In den Staedten in Sachsen-Anhalt soll auf mehr Straßen Tempo 30 gelten.;In the Staedten in Saxony-Anhalt, speed 30 should apply on more streets.;1;2;1;0;0.0;1;Vorbeugende Sicherheit sollte leichter auch in Wohngebieten gelten koennen. Heute koennen Tempo-30-Zonen nicht angeordnet werden, wenn der bauliche Zustand einer Straße das nicht erzwingt. Hier ist der Bund gefordert, den Weg freizumachen, generell in Wohngebieten Tempo 30 anzuordnen. Hier sollten die Kommunen die Moeglichkeit haben, auch die Wohnqualitaet und nicht nur den Verkehrsfluss zur Grundlage der Entscheidung zu machen.;Vor Schulen, Kindergaerten, Altenheimen sowie Krankenhaeusern ist Tempo 30 eine sinnvolle Maßnahme zur Vermeidung von Unfaellen und Straßenlaerm. Zur Foerderung der Verkehrssicherheit sind diese Tempobeschraenkungen zu unterstuetzen.;Neue Baugebiete sollen von Beginn an verkehrsberuhigt geplant werden. So entstehen kindersichere Schul- und Freizeitwege sowie emissionsarme Zonen. Wir werden uns dafuer einsetzen, dass Tempolimits und Verkehrsberuhigungen im Innenstadtbereich gezielt fuer mehr Sicherheit sorgen.;Vorschriften zur Geschwindigkeit muessen sich an der Gefahrensituation und nicht an politischen Wuenschen orientieren. D.h. ueberall dort, wo es erforderlich ist, sind Geschwindigkeiten zu reduzieren.;Eine Tempo-30-Zone kann vor Krankenhaeusern und Kindergaerten sinnvoll sein, auf einer stark befahrenen Verkehrsader hingegen nicht. Wir positionieren uns klar gegen jeden Versuch, den motorisierten Individualverkehr einzuschraenken. Wir wollen die Sicherheit aller Verkehrsteilnehmer erhoehen - aber die sinnlose Schikane der Autofahrer leistet dazu keinen Beitrag.;Vor allem in Wohngebieten und vor Schulen, Kitas, Krankenhaeusern, Pflegeeinrichtungen und weiteren Bereichen, in denen ein schneller Verkehrsfluss zu einer Gefaehrdung vor allem fuer Fußgaenger:innen und Radfahrer:innen fuehrt, besteht ein Bedarf an weiteren Geschwindigkeitsbegrenzungen.
2021;ST;I5;Kosten fuer die Betreuung;Eltern sollen sich weiterhin an den Kosten fuer die Betreuung ihrer Kinder in einer Kindertagesstaette beteiligen.;Parents should continue to participate in the costs of looking after their children in a day -day conference.;0;1;1;1;0.0;0;Mit dem KiFoeG haben wir Familien bei den Beitraegen bereits stark entlastet und mehr Fachkraefte in die Kitas gebracht. Wir wollen, dass fruehkindliche Bildung und Betreuung genau wie Schule kuenftig beitragsfrei wird. Die Beitragsfreiheit ist eines unserer großen Vorhaben fuer die kommende Wahlperiode. Damit werden Eltern finanziell entlastet, und Kommunen und Traeger sparen Verwaltungsaufwand.;Die CDU ist der Auffassung, dass Eltern auch fuer die Betreuung der Kinder Verantwortung uebernehmen wollen und diese nicht allein beim Staat liegt.Daher hat eine bessere KITA-Qualitaet fuer uns Vorrang. In einer repraesentativen Umfrage der CDU-Fraktion haben sich mehr als die Haelfte der Befragten fuer eine Verbesserung des Betreuungsschluessels und somit der Qualitaet ausgesprochen. Nur 18 Prozent waren fuer die Einfuehrung einer beitragsfreien Betreuung in den KITAs.;Mehrkindfamilien und Familien mit geringem Einkommen werden bereits heute bei den Beitraegen zum Teil vollstaendig entlastet. Eine allgemeine Beitragsfreiheit streben wir mittelfristig an. Prioritaer setzen wir auf eine weitere Verbesserung der Personalsituation in den Kitas, um die Qualitaet der fruehkindlichen Bildung zu staerken. Insbesondere in Kitas mit besonderen Herausforderungen wie vermehrt Kindern aus Armutslagen, wollen wir im Sinne der Chancengerechtigkeit mehr Personal ermoeglichen.;Die Kosten fruehkindlicher Bildung sind von der Allgemeinheit zu tragen. In einem vertretbaren Umfang, sollten sich Eltern auch zukuenftig an den Betreuungskosten beteiligen.;Im Sinne einer neuen Willkommenskultur fuer Kinder wollen wir Familien mit Kindern deutlich staerker foerdern als bislang. Dazu gehoeren u. a. auch kostenfreie Kitaplaetze.;In Kindertageseinrichtungen findet nicht nur eine Betreuung der Kinder von berufstaetigen Eltern statt. Es sind Bildungseinrichtungen fuer alle Kinder, die wichtige erste Stufe des Bildungssystems. Bildung ist der Schluessel fuer die individuelle und gesellschaftliche Entwicklung. Deshalb muss Bildung fuer alle kostenlos sein, in der Kita genauso wie in der Schule oder in der Ausbildung und im Studium. Die Kita-Gebuehren fuer die Eltern muessen vollstaendig abgeschafft werden.
